Stock A,Stock B,Z Entry Threshold A,Z Entry Threshold B,Z Exit Threshold,Stop Loss Threshold,Final Cumulative Returns,Final Sharpe Ratio,Final Sortino Ratio,Final Max Drawdown,Total Trades,Win Rate,Profit Factor,Average Profit,Average Loss,Timestep 1
UNHPL,TPC,-2.1053288698885186,1.548232692748079,-0.0951592256763979,0.15000000000000002,"(10247.555097955292,)","(-0.5167673389428514,)","(-0.04561631741102849,)","(0.08709116704527697,)","(40.0,)",0.6,"(1.803863716192483,)","(21.398333333333326,)",17.793749999999996,10247.555097955292
UNHPL,CKHL,-1.211191829500876,2.4342761129860335,-0.0461736841613547,0.05,"(11397.57186795657,)","(2.2691216641587078,)","(1.7928326168211168,)","(0.006778904306220079,)","(7.0,)",0.42857142857142855,"(1.230218855218855,)","(12.17916666666666,)",7.424999999999997,11397.57186795657
UNHPL,BNHC,-1.2676635998557095,2.6732653407450995,0.3804885228824052,0.15000000000000002,"(12966.642061630851,)","(0.3516616184907903,)","(0.04179130623464292,)","(0.17884669513967227,)","(61.0,)",0.5901639344262295,"(2.144424733907754,)","(11.752638888888887,)",7.892000000000001,12966.642061630851
UNHPL,MKJC,-2.010630971217293,2.2607397691399878,-0.4452077425724934,0.15000000000000002,"(13348.798247497161,)","(0.5825224484338624,)","(0.10743977508182764,)","(0.0711907392970897,)","(36.0,)",0.6111111111111112,"(2.129202659309845,)","(21.399454545454546,)",15.79357142857143,13348.798247497161
UNHPL,BHL,-1.8352403725802977,1.0715883037354417,-0.0621363304894188,0.1,"(11117.969540941302,)","(0.051361362829965944,)","(0.005701109643205705,)","(0.1285533949409243,)","(64.0,)",0.5,"(1.4422849127182045,)","(7.229453125000002,)",5.174193548387098,11117.969540941302
UNHPL,NRM,-1.5549509818074294,2.2180814726171247,0.15817750003472641,0.1,"(9912.936411047021,)","(-1.0122116897383187,)","(-0.10124218217160955,)","(0.044266217291528104,)","(6.0,)",0.6666666666666666,"(1.5932653061224489,)","(19.5175,)",24.5,9912.936411047021
UNHPL,SPC,-2.5006004906675185,1.739702388682916,-0.1108295324639802,0.1,"(12755.122537409949,)","(0.3959721662668156,)","(0.06387107477439281,)","(0.07910785109151403,)","(39.0,)",0.5897435897435898,"(1.7994312393887946,)","(23.04054347826087,)",19.633333333333333,12755.122537409949
UNHPL,SAHAS,-1.9985359300718613,2.75644626785518,-0.19247109205559432,0.05,"(12089.755579094539,)","(0.20478077130657404,)","(0.029365327851856065,)","(0.10080312490303628,)","(29.0,)",0.6206896551724138,"(1.8667735250307615,)","(16.013805555555553,)",14.037272727272732,12089.755579094539
UNHPL,UHEWA,-1.0522467734830592,1.2054221833442877,0.265036108069058,0.1,"(11472.830719795858,)","(0.22584974720433068,)","(0.027945647541729575,)","(0.08174344445065199,)","(51.0,)",0.5490196078431373,"(1.6337375745526825,)","(14.67446428571428,)",11.431818181818185,11472.830719795858
UNHPL,MBJC,-2.0827023469832335,2.8041028278828795,0.47786994634790925,0.05,"(11255.305628798567,)","(-0.009381352210356962,)","(-0.0013588581170930938,)","(0.08619305010909206,)","(24.0,)",0.4166666666666667,"(0.5727792207792209,)","(11.026000000000005,)",13.750000000000002,11255.305628798567
UNHPL,NWCL,-1.4744103536803819,2.8074725340998326,-0.029896590465515405,0.05,"(10779.565311097693,)","(1.7676851899290378,)","(3.503655924376787,)","(0.0010000000000000922,)","(3.0,)",0.3333333333333333,"(28.675000000000146,)","(31.542499999999997,)",0.5499999999999972,10779.565311097693
UNHPL,NYADI,-1.8676798053657242,1.4060263187957698,-0.14277609241556743,0.2,"(12679.565493323507,)","(0.28521671073228017,)","(0.03321120553436665,)","(0.11393691873079509,)","(71.0,)",0.5352112676056338,"(1.4662595312058742,)","(13.663223684210529,)",10.73030303030303,12679.565493323507
UNHPL,LVF2,-1.9918330168489493,2.718172630747751,-0.3963095785231595,0.05,"(19723.553671205224,)","(1.1546517067338369,)","(0.622949168652575,)","(0.14360357782198982,)","(6.0,)",0.8333333333333334,"(24.813125000000017,)","(1.9850500000000033,)",0.40000000000000036,19723.553671205224
UNHPL,C30MF,-2.5558612401593725,1.8835041813662976,-0.05750122567239058,0.05,"(18385.637166366014,)","(1.2298309201885662,)","(0.6707954276979484,)","(0.06971041968974016,)","(6.0,)",0.8333333333333334,"(3.349999999999991,)","(0.2479,)",0.370000000000001,18385.637166366014
UNHPL,MMKJL,-1.6277238110011953,2.5270352317484512,-0.21939355163630603,0.05,"(10967.130375463272,)","(0.8437888362785864,)","(0.10372392446128488,)","(0.06833777786919,)","(6.0,)",0.8333333333333334,"(5.592045454545455,)","(12.3025,)",11.0,10967.130375463272
UNHPL,BHPL,-2.0539334454813574,2.2657555020830706,-0.471362045866359,0.1,"(11474.295076837616,)","(0.49007879183275144,)","(0.10234511445972594,)","(0.037422387080464976,)","(18.0,)",0.5555555555555556,"(1.26193724420191,)","(18.499999999999996,)",18.325,11474.295076837616
UNHPL,SIGS3,-1.269528069248742,2.610209250744778,-0.13840150119181716,0.05,"(10989.851252980512,)","(2.060391588645866,)","(0.6166477557363613,)","(0.01526006194690277,)","(4.0,)",0.25,"(0.54093567251462,)","(9.25,)",5.699999999999998,10989.851252980512
NICLBSL,NSIF2,-2.3864513468134954,2.9343239146328357,0.15456673077383576,0.05,"(34787.187774265585,)","(0.8354997229610538,)","(1.7149890833717045,)","(0.07167732931745302,)","(7.0,)",0.5714285714285714,"(1.8556191588785067,)","(19.855125,)",14.266666666666652,34787.187774265585
NICLBSL,SFEF,-2.112487797815212,1.7218824336536898,-0.11101601243805281,0.1,"(80148.61918739763,)","(-0.5401130325922429,)","(-0.0392485748790799,)","(11.1122203886199,)","(18.0,)",0.7777777777777778,"(10.82635790494666,)","(7.972839285714288,)",2.5774999999999997,80148.61918739763
NICLBSL,SGIC,-1.5894984663678793,1.6809762055365918,0.3644510635391276,0.1,"(11036.55038022039,)","(0.20920953141652912,)","(0.01831894048073465,)","(0.10369430389899992,)","(26.0,)",0.6153846153846154,"(1.4636390797729315,)","(30.617500000000003,)",37.18888888888888,11036.55038022039
NICLBSL,NIBLGF,-2.3238036437948777,2.5611755641384883,-0.4270509793475129,0.05,"(279310.72151276685,)","(0.3631524580028592,)","(0.04229800224523851,)","(10.94046087494518,)","(10.0,)",0.5,"(0.7655934678704175,)","(5.766449999999992,)",7.532000000000009,279310.72151276685
NICLBSL,CITY,-2.2726537957036905,1.2268864685505816,0.2932042725937032,0.05,"(10354.616032696766,)","(-0.08313445436899128,)","(-0.011227016434426739,)","(0.04767026592913561,)","(17.0,)",0.5294117647058824,"(0.7929863147605085,)","(18.02722222222222,)",29.228571428571417,10354.616032696766
NICLBSL,NIFRA,-2.414058071817716,1.2049233943223014,-0.456687339188266,0.1,"(6582.5948338012395,)","(-0.7251644059108964,)","(-0.0646755952482852,)","(0.4642453386793313,)","(59.0,)",0.5254237288135594,"(0.7442739695301853,)","(13.915282258064517,)",20.699642857142855,6582.5948338012395
NICLBSL,KDBY,-1.62671794707916,1.359677924884886,-0.25679525777725587,0.15000000000000002,"(83950.0538319852,)","(0.9445672411878997,)","(0.4892473053018572,)","(0.42449318216548426,)","(21.0,)",0.6666666666666666,"(0.4020374087591242,)","(7.86844642857143,)",45.666666666666664,83950.0538319852
NICLBSL,MSLBP,-1.5846325888448531,2.8301317701525903,-0.05124303764585658,0.1,"(9798.743297025152,)","(-1.0646644609870812,)","(-0.13935504400941046,)","(0.057457933980943614,)","(37.0,)",0.24324324324324326,"(0.20177474521848388,)","(32.11805555555556,)",53.05925925925926,9798.743297025152
NICLBSL,LVF2,-1.1802327087370856,2.095582670076227,0.30082977105635356,0.05,"(93141.8765946292,)","(1.6684473662768755,)","(1.3168921139559733,)","(0.2589022170653934,)","(16.0,)",0.75,"(1.7462378464664041,)","(10.027770833333333,)",17.227500000000013,93141.8765946292
NICLBSL,C30MF,-1.5304085234463636,2.6825768766479676,0.05391911629996837,0.1,"(-16597.27985287673,)","(-1.057830384736733,)","(-0.06596320519359482,)","(2.7787129090628038,)","(11.0,)",0.5454545454545454,"(1.1566366559485524,)","(14.988083333333323,)",15.55,-16597.27985287673
NICLBSL,KDL,-1.8027596344864143,1.2817356107354234,-0.4498603986346974,0.1,"(10720.839634727028,)","(0.13526914956597694,)","(0.015416739907009902,)","(0.04841479121991617,)","(24.0,)",0.625,"(1.7090955457327444,)","(33.509666666666675,)",36.7625,10720.839634727028
NICLBSL,BHPL,-2.7029811228024894,1.0362267097253874,0.08520926506853954,0.2,"(10474.653216940935,)","(-0.1475516506546558,)","(-0.01593259473041981,)","(0.09923600163827377,)","(19.0,)",0.6842105263157895,"(1.3236983360171761,)","(18.96961538461538,)",37.260000000000005,10474.653216940935
NICLBSL,PRSF,-1.1440937971360705,2.339168333940494,0.38024440669473336,0.1,"(4549838.020896599,)","(2.1004286217418335,)","(4.247704287443802,)","(0.12010635303488593,)","(19.0,)",0.6842105263157895,"(1.3439630779848162,)","(14.980019230769228,)",24.150000000000016,4549838.020896599
CMF1,LUK,-1.0626463903613474,2.391254044056793,-0.11587227341897877,0.05,"(15747.945576585049,)","(0.5532821913434347,)","(0.06908901827290295,)","(0.07818390889823741,)","(104.0,)",0.7307692307692307,"(3.5020359848484848,)","(0.24329934210526324,)",0.18857142857142864,15747.945576585049
CMF1,NSIF2,-2.0610962583883987,2.1352678008015724,0.013342499294216492,0.05,"(11414.210152121277,)","(0.7992483832929316,)","(0.2785280840313786,)","(0.021949718247421403,)","(11.0,)",0.7272727272727273,"(4.002040816326527,)","(0.24512499999999993,)",0.1633333333333334,11414.210152121277
CMF1,KEF,-2.2664028397129763,2.125722995883118,-0.10362398978735221,0.05,"(13864.47048970637,)","(0.6134808906036395,)","(0.11120417036465886,)","(0.046010652853105447,)","(34.0,)",0.7352941176470589,"(3.6832579185520387,)","(0.3256000000000001,)",0.2762499999999999,13864.47048970637
CMF1,BOKD86,-2.4295490430282514,1.5001677638702844,-0.42092439544361515,0.2,"(11005.975061359235,)","(-0.1424790336206467,)","(-0.028035262859114514,)","(0.027157001799997877,)","(31.0,)",0.5161290322580645,"(0.7801564866229183,)","(9.659312500000008,)",14.150000000000002,11005.975061359235
CMF1,MKJC,-1.5562758137497885,2.8482600619315246,0.4197737872971897,0.15000000000000002,"(11723.231925108244,)","(0.09057447936043471,)","(0.02165394296622209,)","(0.030166596181054467,)","(26.0,)",0.5,"(13.34714673913045,)","(3.778269230769232,)",0.3066666666666664,11723.231925108244
CMF1,NBF2,-1.0116359069915843,2.247927463143438,0.4210825548370901,0.1,"(15576.861460825932,)","(0.36030573088782625,)","(0.039123319562616374,)","(0.12829064214046826,)","(102.0,)",0.6764705882352942,"(2.70175606641124,)","(0.3065905797101449,)",0.2446874999999999,15576.861460825932
CMF1,SWMF,-1.7408473032682181,2.672663090390981,0.26515724954176245,0.1,"(12035.133966261154,)","(0.5073813689798379,)","(0.07444397877345248,)","(0.04213708676893088,)","(23.0,)",0.8695652173913043,"(5.475574712643664,)","(0.2381874999999999,)",0.29000000000000065,12035.133966261154
CMF1,NICGF2,-1.3862306026441422,2.113722446519097,0.4648238304531871,0.05,"(9768.677851065646,)","(-2.4132335900949835,)","(-0.15594076192210157,)","(0.029244454545454546,)","(2.0,)",0.5,"(0.4625,)","(0.15724999999999995,)",0.33999999999999986,9768.677851065646
CMF1,NBLD85,-2.3084813367277754,2.8575544290646357,0.140888794566418,0.05,"(12002.961193264808,)","(0.3311826007240028,)","(0.5153580818245914,)","(0.003017491505206536,)","(12.0,)",0.4166666666666667,"(1.2353225806451618,)","(0.3829500000000001,)",0.2214285714285714,12002.961193264808
CMF1,EBLD86,-1.5759679365855366,1.6498758008866476,0.32828755552631494,0.05,"(12010.059023706403,)","(0.7396245826704186,)","(0.45928346724249425,)","(0.011349446170565918,)","(43.0,)",0.5581395348837209,"(0.8564281389213269,)","(8.25061458333333,)",12.844999999999997,12010.059023706403
CMF1,UHEWA,-1.129110393312342,1.1427868031336277,0.15091757527926242,0.05,"(12242.199845283258,)","(0.6721572622227128,)","(0.1525544047203245,)","(0.0233216897752911,)","(48.0,)",0.6041666666666666,"(1.2467659617052504,)","(6.444060344827587,)",8.327222222222224,12242.199845283258
CMF1,NIBSF2,-1.506018695696967,2.4283372715839477,0.3020907498046769,0.05,"(11936.742770621746,)","(0.09402148803567226,)","(0.0093840921218296,)","(0.1568410151725136,)","(59.0,)",0.6779661016949152,"(4.304081632653058,)","(0.2636249999999999,)",0.1289473684210527,11936.742770621746
CMF1,MKCL,-1.3815336209890037,2.843436758040842,0.04406826259896368,0.05,"(10298.739891819516,)","(0.7948058432817494,)","(0.8947579948241391,)","(0.0010000000000001947,)","(2.0,)",1.0,"(inf,)","(0.20812499999999967,)",0.0,10298.739891819516
CMF1,ENL,-2.1304243641608895,1.3666504389049399,-0.3200888021105983,0.15000000000000002,"(12694.326329445737,)","(0.6244086390369095,)","(0.1910502348694241,)","(0.024997080484201642,)","(39.0,)",0.6923076923076923,"(1.5060964663643226,)","(17.711694444444444,)",28.865454545454558,12694.326329445737
CMF1,PBLD86,-2.3805776989149656,1.283149211381386,-0.313086467440304,0.05,"(13038.026126677145,)","(0.4055174109141712,)","(0.14830147795884888,)","(0.02439383800759248,)","(41.0,)",0.34146341463414637,"(0.9887299419597123,)","(10.342821428571423,)",5.632692307692309,13038.026126677145
CMF1,NICBF,-1.1732004189961809,1.083383482111297,-0.45824313607826384,0.05,"(19572.959035783293,)","(0.5281987939136547,)","(0.06351458165808677,)","(0.13940587453298345,)","(157.0,)",0.7133757961783439,"(3.717675159235671,)","(0.2605691964285715,)",0.17840909090909085,19572.959035783293
CMF1,HRL,-2.7642654692219937,2.4380646181107295,0.4830639194410917,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
CMF1,SBCF,-2.138238961592469,1.0722718315425148,0.10383544944958012,0.05,"(19118.567176417466,)","(1.1823902838135965,)","(0.21912730766230296,)","(0.09074626715576187,)","(97.0,)",0.7319587628865979,"(4.566354466858789,)","(0.22317253521126768,)",0.13880000000000006,19118.567176417466
CMF1,AKJCL,-1.9366811652249871,1.4811682077585564,-0.3587026844444796,0.1,"(14134.36513861567,)","(0.11901575408226109,)","(0.019699874198169775,)","(0.04400352202599082,)","(92.0,)",0.6630434782608695,"(1.8704158130005581,)","(3.2925450819672117,)",3.5793333333333326,14134.36513861567
CMF1,GWFD83,-1.9780797040697353,2.0938622663861475,0.21133973457390365,0.1,"(13841.10804863242,)","(0.669136811075388,)","(0.21627590954896783,)","(0.02724546179186507,)","(39.0,)",0.6923076923076923,"(1.3673047015193203,)","(8.466148148148148,)",15.19818181818182,13841.10804863242
CMF1,FMDBL,-2.0022813026497017,2.5348468865293787,0.2963275479263999,0.1,"(11754.172425731509,)","(-0.14664114456691296,)","(-0.011341781091661706,)","(0.2523169410547106,)","(49.0,)",0.7959183673469388,"(9.94978526593989,)","(7.722564102564102,)",3.0269999999999953,11754.172425731509
CMF1,GIBF1,-1.502118467087021,2.8273249117659667,-0.36479010360158304,0.05,"(12841.4739217239,)","(0.6800817083384272,)","(0.07661528244101695,)","(0.12418174663869094,)","(42.0,)",0.6666666666666666,"(2.74831730769231,)","(0.20416071428571428,)",0.14857142857142844,12841.4739217239
CMF1,SAGF,-1.3377776421496532,1.7252130601791282,0.2882703831819542,0.05,"(11337.048727156485,)","(0.4076897086711903,)","(0.03634698383201456,)","(0.07333366091686774,)","(44.0,)",0.6590909090909091,"(1.951808176100627,)","(0.21402586206896548,)",0.2271428571428573,11337.048727156485
CMF1,NWCL,-2.5984955614902416,2.4830647875034293,0.26697388415951884,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(1.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
CMF1,LVF2,-1.7401560817664459,2.52369000827282,-0.09343058992657638,0.05,"(10175.715769039021,)","(-0.6871317000860943,)","(-0.26601352469535655,)","(0.006979034965021185,)","(7.0,)",0.7142857142857143,"(3.7880952380952158,)","(0.1590999999999997,)",0.10500000000000043,10175.715769039021
CMF1,C30MF,-1.2377070406826176,1.9663365601131013,0.12772187217070596,0.05,"(9798.888682388228,)","(-0.7263127160643661,)","(-0.057352759070418126,)","(0.06042646517230321,)","(17.0,)",0.7058823529411765,"(2.0753205128205185,)","(0.13489583333333346,)",0.1559999999999997,9798.888682388228
CMF1,BHPL,-1.0008834057246354,2.3647860590164713,0.18879219923890156,0.1,"(12838.28069516675,)","(1.172397886963947,)","(0.3706944559349211,)","(0.02303142245989297,)","(24.0,)",0.625,"(0.8148245746122575,)","(3.607500000000001,)",7.378888888888887,12838.28069516675
CMF1,NICFC,-1.6476096181580508,1.3234093943692415,-0.3676506857437327,0.1,"(13921.786491047631,)","(0.886839954385898,)","(0.09844001761395343,)","(0.11299956146870319,)","(72.0,)",0.6111111111111112,"(3.2253289473684195,)","(0.22284090909090884,)",0.11259259259259252,13921.786491047631
CMF1,PSF,-1.8909875717418938,1.9770169255066044,0.030640359379216497,0.05,"(17791.932309342334,)","(1.1563144459116277,)","(0.3378248056484213,)","(0.030316025049267628,)","(47.0,)",0.7659574468085106,"(5.137871287128718,)","(0.2882916666666666,)",0.18363636363636343,17791.932309342334
CMF1,SBLD84,-1.781373258202914,1.3731591864678947,-0.3506596215413793,0.1,"(13543.186098126338,)","(0.5864370465559989,)","(0.21339404199216755,)","(0.02030740594059408,)","(64.0,)",0.578125,"(1.8870421921116174,)","(7.60325,)",5.733846153846155,13543.186098126338
CMF1,NICSF,-1.7737909972095962,1.3315847990899683,0.3141056353434156,0.1,"(23283.45930742252,)","(1.358711686776111,)","(0.18581830686138062,)","(0.10776248906575918,)","(114.0,)",0.6666666666666666,"(3.979456193353466,)","(0.17331578947368423,)",0.08945945945945967,23283.45930742252
CMF1,PRSF,-1.9573602392778007,1.1923503109598288,-0.1812532868691452,0.15000000000000002,"(10681.534494896645,)","(0.2125149056246288,)","(0.02253856961498648,)","(0.1383233161206472,)","(29.0,)",0.5862068965517241,"(1.44445812807882,)","(0.17248529411764704,)",0.18454545454545423,10681.534494896645
CMF1,SBD87,-1.7790412522150938,1.6375204482278551,0.28164260448300826,0.1,"(12091.259245410602,)","(0.14080833232811668,)","(0.030023665886837955,)","(0.04441712786825184,)","(58.0,)",0.43103448275862066,"(0.2791647104851329,)","(2.854179999999999,)",7.9875,12091.259245410602
CMF1,RMF1,-2.7190574929896174,1.5997073902334455,-0.3266320776951811,0.05,"(13128.88029037699,)","(0.41176951094109143,)","(0.06597297373854231,)","(0.06256999917430846,)","(53.0,)",0.660377358490566,"(3.6437845303867453,)","(0.18843571428571423,)",0.10647058823529394,13128.88029037699
PFL,BHPL,-2.0377210809021964,2.7657992754959837,-0.2558405255999957,0.05,"(11449.059272668515,)","(0.5874236200404919,)","(0.22456775386727046,)","(0.017471297283415267,)","(14.0,)",0.6428571428571429,"(2.199086956521739,)","(14.049722222222222,)",11.5,11449.059272668515
DORDI,HBLD86,-1.3112290545855176,2.5054914117823373,0.4923433618591857,0.05,"(10167.021432873953,)","(0.06583860420309388,)","(0.04072528489549015,)","(0.0029970009999999696,)","(4.0,)",1.0,"(inf,)","(20.09562500000001,)",0.0,10167.021432873953
DORDI,EBLD85,-1.6318312101008672,2.934600949232864,0.27430098766327216,0.05,"(10155.76317842739,)","(-0.13457087483612443,)","(-0.12881783848693049,)","(0.001000000000000018,)","(2.0,)",0.5,"(37.74000000000001,)","(37.74000000000001,)",1.0,10155.76317842739
DORDI,KBLD89,-1.2113456995163185,2.493211847227199,0.17520835590982198,0.05,"(10101.936342798645,)","(-0.05997565227315687,)","(-0.008051002131027924,)","(0.05389733256929427,)","(5.0,)",0.8,"(1.341328257191204,)","(19.81812500000001,)",59.09999999999991,10101.936342798645
DORDI,HHL,-1.400003666168354,2.5227036755750083,-0.3909378254901883,0.05,"(10420.47323428001,)","(-0.1832390010451101,)","(-0.021450263651890726,)","(0.11560973306646369,)","(30.0,)",0.7,"(3.9439295039164524,)","(14.385952380952382,)",9.574999999999992,10420.47323428001
DORDI,JBBD87,-1.9043655140230449,1.3590745195787322,-0.47130856549354927,0.05,"(10966.156250533679,)","(1.7177037424971167,)","(3.388794189043628,)","(0.0019109067294147313,)","(9.0,)",0.5555555555555556,"(3.491129032258067,)","(30.303000000000004,)",14.46666666666666,10966.156250533679
DORDI,RBBD83,-1.644802841591193,1.8955704542735823,-0.3564803166038283,0.05,"(10125.902344561135,)","(-0.23788727618056557,)","(-0.13512959731673685,)","(0.003719049574865574,)","(4.0,)",0.5,"(inf,)","(35.890000000000015,)",0.0,10125.902344561135
DORDI,SBID89,-2.899425626864136,2.8655911815953914,0.19559417552407732,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
DORDI,SIGS3,-1.0854660171325512,2.6842175298082407,-0.25042554248599114,0.05,"(10174.687015817695,)","(0.16690311479054948,)","(0.018727480377302676,)","(0.03402728419327785,)","(4.0,)",0.75,"(5.977812500000005,)","(15.940833333333346,)",8.0,10174.687015817695
LUK,SBID83,-1.904515299626127,1.4312005325793984,-0.17309334256919773,0.1,"(10579.457677351558,)","(-0.4738451856419,)","(-0.14976340610554847,)","(0.010561251801779036,)","(32.0,)",0.5625,"(0.9411489256432011,)","(7.397430555555559,)",10.88307692307692,10579.457677351558
LUK,CMF2,-1.1205737360786392,1.145506710575036,-0.46943755244597507,0.05,"(22557.584730553786,)","(1.1947295186336635,)","(0.1738640015501359,)","(0.04992708250342137,)","(143.0,)",0.7062937062937062,"(3.530416666666666,)","(0.29361881188118794,)",0.19999999999999993,22557.584730553786
LUK,NSIF2,-2.0321966972240197,2.4029306737760354,-0.354879411830622,0.05,"(9956.404687350525,)","(-0.5778081304225273,)","(-0.05870658535489449,)","(0.054414568601142445,)","(13.0,)",0.6153846153846154,"(2.060227272727267,)","(0.2266249999999998,)",0.22000000000000042,9956.404687350525
LUK,SFEF,-2.889700561635931,2.914469208504207,0.20599464054313688,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
LUK,KEF,-1.3915182631347056,1.088909800605665,-0.09119881583718048,0.05,"(14012.641737888116,)","(0.47850506928029957,)","(0.09282673164509121,)","(0.07997266957408751,)","(104.0,)",0.7019230769230769,"(2.7667262969588555,)","(0.2118630136986302,)",0.18633333333333335,14012.641737888116
LUK,MFLD85,-1.19842266372768,1.8324064098028037,0.40915174560307677,0.1,"(11915.938729042355,)","(0.05285498992814375,)","(0.011443075076548416,)","(0.02194840377675376,)","(46.0,)",0.6086956521739131,"(0.3101851851851853,)","(1.8813839285714302,)",9.990000000000006,11915.938729042355
LUK,BOKD86,-1.161997439007378,2.9116246212819923,-0.3467543156912166,0.05,"(11502.46097457785,)","(0.12077061164298313,)","(0.01733022822012461,)","(0.045034064704215344,)","(50.0,)",0.8,"(7.362453874538743,)","(0.4988062500000002,)",0.30111111111111133,11502.46097457785
LUK,NBF2,-1.7641270660710253,2.298367134521759,0.26021564087475624,0.05,"(16263.239300636731,)","(0.6694744219018334,)","(0.12552133934988913,)","(0.06279108388082308,)","(75.0,)",0.68,"(5.4709107806691515,)","(0.28856372549019615,)",0.11695652173913033,16263.239300636731
LUK,PBD88,-1.6180600902275153,1.0683542045146528,0.024954009462352822,0.1,"(10517.06650955512,)","(-0.2796494461986547,)","(-0.03256970195097244,)","(0.09427831406244959,)","(60.0,)",0.6666666666666666,"(0.7923638074189114,)","(6.632481249999998,)",16.741,10517.06650955512
LUK,EBLD86,-1.1017670723099322,2.636216623775276,0.00945007785519869,0.1,"(9380.687482938398,)","(-0.96231655200625,)","(-0.07514991435264022,)","(0.13184789534295804,)","(31.0,)",0.7096774193548387,"(0.14224516695957803,)","(0.8093749999999992,)",13.908888888888889,9380.687482938398
LUK,MNBBL,-1.811830658717686,2.9950669264842498,-0.34104531910763913,0.05,"(12504.829479716505,)","(0.09479831568637868,)","(0.01510215192175174,)","(0.05773065997558493,)","(33.0,)",0.8484848484848485,"(35.33403141361253,)","(2.4102857142857106,)",0.38199999999999984,12504.829479716505
LUK,NIBSF2,-1.6647687229820056,2.5285934578993663,-0.39170430302175707,0.1,"(12192.377431548248,)","(0.188102379306601,)","(0.023100333604411306,)","(0.044828567767736006,)","(43.0,)",0.7209302325581395,"(3.3134328358208975,)","(0.21483870967741928,)",0.18272727272727254,12192.377431548248
LUK,PBLD86,-2.018701630682153,2.456071115047747,-0.2719102813378095,0.05,"(11475.939626869282,)","(-0.21758469086388224,)","(-0.25675353985467786,)","(0.0036287844993485,)","(20.0,)",0.3,"(0.17547957207414927,)","(3.171208333333334,)",8.34076923076923,11475.939626869282
LUK,SBCF,-1.9056075979890212,1.8570079689447916,0.17091247016115907,0.05,"(15603.785847079183,)","(0.9264764544019018,)","(0.16797142242645033,)","(0.06517622137900035,)","(55.0,)",0.6363636363636364,"(2.8725340136054407,)","(0.24129285714285714,)",0.15473684210526323,15603.785847079183
LUK,FMDBL,-2.0571990337808836,2.3649371001455997,0.14846903882653062,0.05,"(12012.286189711485,)","(-0.09977577223493665,)","(-0.04956918690352686,)","(0.012571838577012802,)","(33.0,)",0.7575757575757576,"(3.4791213491384583,)","(11.387860000000003,)",11.690000000000001,12012.286189711485
LUK,CITY,-1.6716841309075667,1.898457872154871,-0.07896861056480042,0.05,"(10081.667831080505,)","(-0.8919888804387683,)","(-0.11984128567566661,)","(0.02224289245691224,)","(16.0,)",0.375,"(0.3553947368421055,)","(9.56604166666667,)",16.15,10081.667831080505
LUK,SLCF,-1.0384942564027235,1.3434540678668259,-0.19672309713040437,0.05,"(13999.065606519818,)","(0.5055843994560185,)","(0.07003989226373476,)","(0.109235352821056,)","(89.0,)",0.7191011235955056,"(2.396971066907775,)","(0.20711328124999995,)",0.2304166666666667,13999.065606519818
LUK,GIBF1,-1.998883402209724,1.5119310225533067,0.40385859309955885,0.1,"(11169.89400473686,)","(0.15654384204888447,)","(0.015861426207611835,)","(0.10921722866260825,)","(37.0,)",0.6756756756756757,"(3.872802197802195,)","(0.28193999999999997,)",0.15166666666666676,11169.89400473686
LUK,SAGF,-1.3098519305762506,2.620327716451541,-0.05551348204670126,0.05,"(10595.659195527023,)","(0.014406816205491564,)","(0.0017975092916095376,)","(0.1013921311076397,)","(23.0,)",0.4782608695652174,"(1.6539735099337745,)","(0.22704545454545447,)",0.13727272727272724,10595.659195527023
LUK,NWCL,-1.0413150941374627,1.0458109323674118,-0.29458027003722975,0.1,"(9809.875107716445,)","(-2.240234149812508,)","(-0.18654508474090778,)","(0.020679159937046943,)","(8.0,)",0.5,"(0.28071925754060395,)","(6.049500000000015,)",28.733333333333334,9809.875107716445
LUK,RURU,-1.9329604703759422,2.4767807671942847,-0.42790582561204327,0.05,"(10787.907247376672,)","(-0.46695190137543247,)","(-0.069891825226642,)","(0.05107524144777341,)","(31.0,)",0.5483870967741935,"(3.594306187663411,)","(21.834352941176466,)",7.376428571428561,10787.907247376672
LUK,C30MF,-2.9881680171651337,1.6803375492547192,-0.026128724732941366,0.05,"(9625.044101333577,)","(-1.9874208641264528,)","(-0.16274011787321047,)","(0.04677883172748676,)","(11.0,)",0.5454545454545454,"(0.7345588235294098,)","(0.08324999999999974,)",0.13599999999999995,9625.044101333577
LUK,CCBD88,-1.0945251108664786,2.2448355442022256,0.11729033924320242,0.1,"(10729.310478610108,)","(-0.16471666812763522,)","(-0.02391128214283996,)","(0.05203452887901262,)","(47.0,)",0.6808510638297872,"(0.8558743169398908,)","(1.8109765625000016,)",4.514000000000004,10729.310478610108
