Stock A,Stock B,Z Entry Threshold A,Z Entry Threshold B,Z Exit Threshold,Stop Loss Threshold,Final Cumulative Returns,Final Sharpe Ratio,Final Sortino Ratio,Final Max Drawdown,Total Trades,Win Rate,Profit Factor,Average Profit,Average Loss,Timestep 1
MBLD2085,ULHC,-2.3612233340148494,1.909468357400921,-0.40571554413832445,0.05,"(11058.61369691263,)","(1.2648260209607476,)","(1.5941216168358336,)","(0.00996061904937853,)","(3.0,)",0.6666666666666666,"(inf,)","(23.5875,)",0.0,11058.61369691263
MBLD2085,NWCL,-2.1918858159303225,1.1129176148610933,0.2758908976754193,0.05,"(11820.327613280268,)","(2.1425265206526745,)","(1.3825608260486015,)","(0.02022253139141894,)","(4.0,)",0.5,"(0.8894949494949499,)","(44.03000000000002,)",49.5,11820.327613280268
MBLD2085,LVF2,-1.0150651296310647,1.2670995596066565,0.4491899816859456,0.05,"(208948.87438125335,)","(2.5063034109986835,)","(1.8103860863733026,)","(0.6194311651442629,)","(13.0,)",0.46153846153846156,"(125.24013157894737,)","(7.931874999999998,)",0.05428571428571427,208948.87438125335
MBLD2085,C30MF,-1.4793079122068569,1.0898218726044278,-0.4443127948260406,0.05,"(164163.8427515347,)","(-1.8474153058219687,)","(-0.1216134978228522,)","(7.251186124648729,)","(17.0,)",0.4117647058823529,"(0.02338356830335435,)","(0.1374285714285712,)",4.1140000000000025,164163.8427515347
MBLD2085,SIGS3,-1.574213591572655,1.1602985512429296,0.24866121084793114,0.15000000000000002,"(41238.4000318802,)","(1.8318276100151067,)","(2.5186024048599625,)","(0.4794345684297191,)","(10.0,)",0.3,"(1.122264719517849,)","(8.069083333333333,)",3.595,41238.4000318802
MBLD2085,RMF2,-2.5638472685919114,1.6617295857093,0.027243110187657793,0.05,"(-31769.16765668796,)","(-0.5968771994185658,)","(-0.04231420703859255,)","(4.61979557670706,)","(3.0,)",0.6666666666666666,"(5.814285714285832,)","(0.2034999999999998,)",0.06999999999999851,-31769.16765668796
MBLD2085,MEHL,-2.0269374194649377,1.6304917132251995,0.3329973751193961,0.05,"(14202.297178283134,)","(1.8330375433377508,)","(3.8930863241411644,)","(0.012453478736686808,)","(5.0,)",0.6,"(6.956377551020439,)","(22.72416666666666,)",4.899999999999977,14202.297178283134
HLI,NIBLGF,-2.4277854184285674,2.2516761945137356,-0.21284927489413186,0.05,"(462.44963272475036,)","(0.5147161520175878,)","(0.0700530977497401,)","(1.0980972865109473,)","(8.0,)",0.5,"(0.2826990632318505,)","(1.207125,)",5.693333333333325,462.44963272475036
HLI,HRL,-1.9882432598954003,1.5744812988148618,0.0012420433916964235,0.05,"(10586.514247089077,)","(2.277190444748702,)","(3.0337518541000477,)","(0.002750841947596463,)","(5.0,)",0.8,"(24.368199999999966,)","(15.230124999999978,)",2.5,10586.514247089077
HLI,GIBF1,-1.9545601957144296,2.506790033235844,0.4803142361156386,0.1,"(674557.4805336792,)","(1.3614966006712688,)","(1.191227063391385,)","(0.4483236246134351,)","(15.0,)",0.2,"(0.010138281560565619,)","(0.5950833333333333,)",14.674166666666666,674557.4805336792
HLI,KDBY,-1.0471483295126571,1.5379587226569214,0.11636421867021873,0.05,"(234408.007808811,)","(1.4528565138257696,)","(0.4343247972028399,)","(0.48762255046070646,)","(35.0,)",0.6571428571428571,"(0.6332528735632182,)","(5.98836956521739,)",19.772727272727273,234408.007808811
HLI,SAGF,-1.5142157888261563,1.2643289658931278,-0.06178559784670978,0.1,"(-104.1740657788119,)","(-0.6619980222350643,)","(-0.055052715371260885,)","(1.0232065501342797,)","(20.0,)",0.45,"(0.2620501077586207,)","(2.7020277777777797,)",9.280000000000005,-104.1740657788119
HLI,SPL,-2.801284397746958,1.0699645286260275,0.19749324665241463,0.05,"(10188.236872702772,)","(-0.4710381171912569,)","(-0.06926778377712735,)","(0.05074876400780528,)","(17.0,)",0.4117647058823529,"(0.47620505728960877,)","(17.21821428571429,)",28.12222222222223,10188.236872702772
HLI,LVF2,-2.71410917084619,1.6338082948279917,0.39079095283801835,0.05,"(125418.86535194823,)","(2.1099675778689124,)","(0.47474806282267773,)","(0.7323900230667071,)","(13.0,)",0.6153846153846154,"(0.8856382978723404,)","(0.10406249999999995,)",0.1879999999999999,125418.86535194823
HLI,C30MF,-1.7305002577357667,2.1627372169224035,0.06789587569694211,0.05,"(50394.59350735198,)","(1.6080665023105614,)","(1.5031064348637437,)","(0.049448748022978675,)","(10.0,)",0.7,"(2.0165182987141406,)","(2.9124285714285656,)",3.3699999999999997,50394.59350735198
HLI,NICFC,-1.290469714925995,1.3270598456956149,-0.1623558317047682,0.05,"(166848.03553831248,)","(1.1591331562062672,)","(0.908358086143191,)","(0.33267512066969207,)","(29.0,)",0.5862068965517241,"(0.4860738519804326,)","(5.43573529411765,)",17.282727272727275,166848.03553831248
HLI,HEIP,-1.3738427360551513,2.1715033397184853,0.11854511024619763,0.05,"(11499.781325807053,)","(0.6106817999761857,)","(0.1674322901629037,)","(0.054852329188798676,)","(19.0,)",0.3684210526315789,"(0.950798954096456,)","(23.376071428571436,)",14.341666666666663,11499.781325807053
HLI,H8020,-1.0567678919885382,1.2158080733258059,-0.3477132382823229,0.05,"(54706.96563265695,)","(0.8135466451008174,)","(0.07859644052358394,)","(2.200644887296326,)","(14.0,)",0.5,"(2.1918478260869563,)","(5.473357142857135,)",2.497142857142854,54706.96563265695
NBF2,PBD88,-1.8888879895230597,2.628484668870968,-0.15463684005348333,0.05,"(10711.082134185184,)","(-0.17972083802732786,)","(-0.02312538306667165,)","(0.04921178405734243,)","(23.0,)",0.782608695652174,"(1.7719727891156432,)","(0.7235555555555543,)",1.4700000000000002,10711.082134185184
NBF2,SWMF,-1.7541656645383508,2.703260274263939,-0.026785921942970248,0.05,"(14165.338102174439,)","(0.8614693755922068,)","(0.21521529117451166,)","(0.033105586826347344,)","(32.0,)",0.5625,"(0.27171319890686196,)","(2.043736111111114,)",9.670714285714292,14165.338102174439
NBF2,NBLD87,-1.4655364375699422,1.351491810383932,-0.12221753918249612,0.15000000000000002,"(11309.604204486723,)","(0.08799202423598992,)","(0.01530811109353401,)","(0.10095372962735848,)","(55.0,)",0.509090909090909,"(0.5666081614743305,)","(5.072964285714284,)",9.64192307692308,11309.604204486723
NBF2,NICGF2,-2.316428376133577,1.697200975903267,-0.037860690258815555,0.05,"(9829.832180126383,)","(-2.5171727783345763,)","(-0.16466938402133374,)","(0.022380700764528583,)","(2.0,)",0.5,"(inf,)","(0.3237499999999997,)",0.0,9829.832180126383
NBF2,EBLD86,-1.0649273162969144,2.277502233761777,0.4248653700641708,0.05,"(13269.654443977128,)","(0.8421387991446436,)","(0.14639233782525474,)","(0.04928930250296465,)","(48.0,)",0.625,"(0.554928969091956,)","(1.9270833333333337,)",5.787777777777781,13269.654443977128
NBF2,SGIC,-1.8570228758262572,1.3724502174803723,-0.0003507360278125482,0.05,"(9981.073626156585,)","(-1.826167475344768,)","(-0.1683067562677504,)","(0.025173078797841586,)","(22.0,)",0.45454545454545453,"(0.4170403587443944,)","(10.322999999999997,)",20.62750000000001,9981.073626156585
NBF2,MNBBL,-1.254481417228805,1.2032851714218291,0.16534792555499966,0.1,"(14100.160280238879,)","(0.2394909020111375,)","(0.03600667276698922,)","(0.09957949286593018,)","(110.0,)",0.6636363636363637,"(1.6968967975644527,)","(6.03188698630137,)",7.208055555555559,14100.160280238879
NBF2,NIBSF2,-1.005779764366194,1.9156409266770904,0.16940901194238267,0.2,"(14344.704427388959,)","(0.5351960423284243,)","(0.08555213975885476,)","(0.061238960841177845,)","(95.0,)",0.5894736842105263,"(2.107018813314038,)","(0.2599910714285715,)",0.17717948717948717,14344.704427388959
NBF2,MKCL,-1.3286847343513442,2.8232585780551016,-0.26825520087917853,0.05,"(10182.537664122588,)","(0.0930755257484869,)","(0.024419071431042765,)","(0.008083043848964855,)","(4.0,)",0.5,"(57.34999999999089,)","(0.2867499999999993,)",0.010000000000001563,10182.537664122588
NBF2,ILI,-1.1542828597852508,1.9149582304570583,-0.23910111291933245,0.05,"(11000.500857907731,)","(1.054302334825529,)","(1.0238359628884066,)","(0.005248906441982714,)","(18.0,)",0.5555555555555556,"(0.204105712295368,)","(1.1719750000000035,)",8.202857142857146,11000.500857907731
NBF2,AVYAN,-1.4197749400693846,2.497290576894668,-0.01240770296341187,0.05,"(10949.836523840531,)","(0.0562565394567845,)","(0.008996843820730566,)","(0.051715720828791875,)","(22.0,)",0.5909090909090909,"(7.155388888888927,)","(2.476865384615385,)",0.49999999999999745,10949.836523840531
NBF2,NIBLGF,-1.9849650736527829,1.014261627901688,-0.2583868997707103,0.05,"(14809.351628393832,)","(1.3530731142910433,)","(0.20367641197140504,)","(0.07594001141588574,)","(46.0,)",0.6956521739130435,"(2.7657499999999957,)","(0.2592890624999999,)",0.23076923076923103,14809.351628393832
NBF2,HRL,-1.488549809539467,2.0548673327057765,0.20043606471097986,0.05,"(10745.363315253448,)","(2.4811146565207816,)","(2.9299320448601134,)","(0.001998999999999973,)","(4.0,)",0.25,"(0.42824074074074076,)","(0.23125,)",0.18000000000000002,10745.363315253448
NBF2,SBCF,-1.0660101135598068,1.143529837695457,0.26783366319339963,0.15000000000000002,"(19198.087620244907,)","(1.0252688586665484,)","(0.14792470841040575,)","(0.1392042542780673,)","(120.0,)",0.6416666666666667,"(2.1978085351787784,)","(0.24746753246753242,)",0.2064285714285713,19198.087620244907
NBF2,CITY,-1.5503066386802846,2.0152803471180034,-0.00038127513446861716,0.1,"(11863.852050783767,)","(1.3050218856738167,)","(0.2854374846284367,)","(0.024887563238333545,)","(21.0,)",0.7142857142857143,"(0.9318052710001865,)","(6.670483333333335,)",21.476,11863.852050783767
NBF2,SLCF,-1.7955061780254937,2.038686952731281,-0.15873650499897918,0.05,"(13686.998257571644,)","(0.39406327607633324,)","(0.07528020603255715,)","(0.07110162501074532,)","(52.0,)",0.6730769230769231,"(3.663560606060605,)","(0.3454214285714285,)",0.1941176470588235,13686.998257571644
NBF2,GIBF1,-1.1460913052780286,1.4788985456319912,-0.2104135776122773,0.05,"(15895.056449528467,)","(1.3395196533115334,)","(0.19085160781041674,)","(0.13569030009852395,)","(83.0,)",0.5180722891566265,"(1.782604735883423,)","(0.22759302325581388,)",0.14076923076923084,15895.056449528467
NBF2,KDBY,-1.8017328250149367,1.150402307714194,-0.35378817206151203,0.05,"(13770.90656368079,)","(1.0361776893285246,)","(0.23541234031594244,)","(0.034614974360214025,)","(56.0,)",0.5535714285714286,"(3.481597222222221,)","(0.2425887096774193,)",0.0864,13770.90656368079
NBF2,MBJC,-1.005366901741552,1.9047849788650166,0.12239742235752205,0.1,"(12178.255751988765,)","(0.3126273528313859,)","(0.04469577921596812,)","(0.03936892893092043,)","(41.0,)",0.6829268292682927,"(1.7660339342523865,)","(5.947750000000001,)",7.253846153846154,12178.255751988765
NBF2,SAGF,-1.4479531833494446,2.1285076750741583,-0.4166704180988766,0.05,"(11734.551532791227,)","(0.7090095648252839,)","(0.09281465713346948,)","(0.07164462287866227,)","(32.0,)",0.625,"(3.9912037037037096,)","(0.21552499999999997,)",0.09818181818181802,11734.551532791227
NBF2,SPL,-1.2151949865376637,2.802112595214863,-0.021940677408326392,0.05,"(10182.388364799524,)","(-0.45724650569776104,)","(-0.0425234207992097,)","(0.04797126890728924,)","(20.0,)",0.5,"(0.07132711038961026,)","(0.3514999999999997,)",5.475555555555561,10182.388364799524
NBF2,NWCL,-1.8107031378883909,1.6412702974318512,-0.4372847298857604,0.05,"(10412.093681288176,)","(1.0611215493718933,)","(1.7622171999099743,)","(0.0013274719338656608,)","(4.0,)",0.25,"(0.0040297694681430424,)","(0.2220000000000002,)",27.544999999999998,10412.093681288176
NBF2,RURU,-1.5297884023603443,2.9859441898129626,0.25843422706816266,0.05,"(11626.938212551708,)","(-0.012905716239290438,)","(-0.0019107164419958124,)","(0.08349227730620276,)","(34.0,)",0.6470588235294118,"(31.195488165680445,)","(4.792761363636358,)",0.28166666666666657,11626.938212551708
NBF2,LVF2,-1.661139471069102,2.483333582823781,-0.022877598637209284,0.1,"(9710.545846250248,)","(-0.9016385142109188,)","(-0.06726356838493042,)","(0.0746924718060773,)","(8.0,)",0.75,"(23.895833333333158,)","(0.23895833333333358,)",0.03000000000000025,9710.545846250248
NBF2,C30MF,-1.3860029981379012,2.9334537178715623,0.01845192981917987,0.05,"(10303.046541864633,)","(-0.021347211730686978,)","(-0.001935683992291642,)","(0.0574446592191895,)","(19.0,)",0.5263157894736842,"(1.6318396226415057,)","(0.17297499999999982,)",0.11777777777777793,10303.046541864633
NBF2,GBBD85,-1.2650608454383372,1.4603367947557775,0.47420398691973575,0.2,"(12878.658356499696,)","(0.6789100895299763,)","(0.15892154458875518,)","(0.028016422199177916,)","(54.0,)",0.5555555555555556,"(0.9469142519587121,)","(10.152183333333335,)",13.401666666666662,12878.658356499696
NBF2,KDL,-1.2589257766404542,2.3138809873269253,-0.24235240517706447,0.05,"(11347.065529567519,)","(0.7332284242595015,)","(0.14308211754075703,)","(0.03031202808682049,)","(18.0,)",0.7777777777777778,"(1.827417509059698,)","(6.843678571428569,)",13.1075,11347.065529567519
NBF2,CCBD88,-1.8401312845686244,1.0561072869843604,-0.18986555687657902,0.05,"(11898.276070701168,)","(0.3870839463613819,)","(0.06644731136815779,)","(0.07252606819347959,)","(69.0,)",0.4927536231884058,"(1.252658834234331,)","(6.883360294117644,)",5.337999999999996,11898.276070701168
NBF2,NICGF,-1.7897194388625006,1.402406423028659,0.11770139219428166,0.1,"(19113.61663361808,)","(0.8145572060224519,)","(0.13259058511914984,)","(0.07926355189603294,)","(105.0,)",0.7142857142857143,"(4.1113072519084,)","(0.2872433333333334,)",0.17466666666666655,19113.61663361808
NBF2,CBLD88,-1.3976256185660838,2.6806233298401496,0.3071407218299719,0.1,"(12255.562084107894,)","(0.6274499410262345,)","(0.17804145925922343,)","(0.01893700095555063,)","(34.0,)",0.6764705882352942,"(0.37338255977496554,)","(0.3462717391304347,)",1.939090909090905,12255.562084107894
NBF2,BHPL,-1.064940667737652,1.409388557563389,-0.024819469599822175,0.2,"(11199.328846934195,)","(0.4552309009412352,)","(0.0859054251461243,)","(0.03311651743088427,)","(33.0,)",0.6666666666666666,"(1.2087232732564643,)","(9.815931818181816,)",16.241818181818186,11199.328846934195
NBF2,NICFC,-2.0172338460790313,2.4681410655617686,0.05949554535077872,0.05,"(12549.688991527157,)","(0.940208352460776,)","(1.7212011201645818,)","(0.0029980000000001256,)","(8.0,)",0.875,"(inf,)","(0.32110714285714287,)",0.0,12549.688991527157
NBF2,SIGS2,-1.674487399984834,2.9499476311990023,0.22628382993035923,0.05,"(15628.277107080576,)","(0.6723999952587184,)","(0.13113101392914367,)","(0.06708230686483296,)","(44.0,)",0.6590909090909091,"(2.714144736842106,)","(0.2845172413793103,)",0.20266666666666655,15628.277107080576
NBF2,H8020,-2.6134995850985163,1.361405534199929,0.16352758849249827,0.05,"(10430.562913431384,)","(1.3107809246438293,)","(0.16472325499745896,)","(0.016165831577878834,)","(7.0,)",0.7142857142857143,"(40.46874999999903,)","(0.3237499999999997,)",0.020000000000000462,10430.562913431384
NBF2,RMF1,-1.4074908212269361,1.6881313215237088,0.3158042809593634,0.1,"(19022.29266363503,)","(1.1064625668658634,)","(0.22789088378915992,)","(0.0539331351881867,)","(94.0,)",0.6702127659574468,"(2.7767518939393923,)","(0.23271825396825394,)",0.17032258064516134,19022.29266363503
NLO,PBD88,-1.5459777064100053,2.6241463498684725,0.3301779436141675,0.05,"(9949.51162830209,)","(-0.9618412331244375,)","(-0.16953254234656887,)","(0.05939441634199394,)","(24.0,)",0.25,"(2.9220833333333274,)","(10.811708333333334,)",1.3058823529411792,9949.51162830209
NLO,EBLD86,-1.7239034786338825,1.4708592311005169,-0.3282106085340928,0.05,"(9720.440483312675,)","(-10.299690413238517,)","(-0.8339148983034376,)","(0.030041228480919398,)","(27.0,)",0.5185185185185185,"(21.251238532110126,)","(16.545607142857133,)",0.9083333333333314,9720.440483312675
NLO,CBLD88,-1.6887188919341964,2.108964221909876,-0.29004443562137316,0.05,"(9892.343758952744,)","(-3.2491065151992107,)","(-0.5837769375156846,)","(0.01882736299067489,)","(19.0,)",0.3684210526315789,"(3.3379657293497376,)","(27.132892857142856,)",5.172727272727271,9892.343758952744
NLO,NICFC,-1.8830101821223137,1.7911514653412166,-0.37290656489831653,0.05,"(15779.396527994071,)","(0.5073253478525138,)","(0.1232909194002623,)","(0.4885109675944753,)","(26.0,)",0.3076923076923077,"(5.581534090909085,)","(0.6139687500000005,)",0.04888888888888898,15779.396527994071
UMHL,BHL,-2.9597358192906515,1.6021442334311884,-0.3843020208230967,0.05,"(15896.773224749666,)","(1.2626432942072436,)","(0.22651762971918238,)","(0.04925613194651506,)","(30.0,)",0.6666666666666666,"(2.861343344155845,)","(8.8129375,)",6.159999999999999,15896.773224749666
UMHL,SAHAS,-1.0588978629189558,2.8995146421137594,0.020796793663201196,0.05,"(11624.598414058213,)","(0.08190606158904037,)","(0.011423567604430388,)","(0.08537662787042932,)","(50.0,)",0.54,"(1.221726117008146,)","(14.664333333333333,)",14.730909090909092,11624.598414058213
UMHL,MSHL,-1.5542940347743857,1.4926067179548081,0.3814274010569825,0.05,"(10750.168392840029,)","(0.8236137834628857,)","(0.0820815158346914,)","(0.04427891613002995,)","(10.0,)",0.8,"(13.51160714285715,)","(23.645312500000014,)",14.0,10750.168392840029
UMHL,UHEWA,-1.1660268320999552,1.7113824347233941,-0.1357630011349239,0.05,"(11365.177204696065,)","(0.224991775798834,)","(0.032483904171863996,)","(0.05545232527702017,)","(42.0,)",0.5238095238095238,"(1.374430229160579,)","(14.966920454545452,)",12.608947368421054,11365.177204696065
UMHL,HRL,-2.9098596290615912,1.652390450904238,-0.2683739872256701,0.05,"(10246.878144784167,)","(1.194450977970309,)","(2.117448913488053,)","(0.0004338642698307988,)","(2.0,)",1.0,"(inf,)","(33.26762499999998,)",0.0,10246.878144784167
UMHL,MBJC,-2.4245767698412344,2.149507076636951,-0.40897344961102367,0.05,"(10141.614914008522,)","(-0.5554417322665872,)","(-0.057769149992669494,)","(0.06539545811989778,)","(21.0,)",0.5238095238095238,"(1.2480241396298124,)","(16.121068181818185,)",14.208999999999998,10141.614914008522
UMHL,NYADI,-1.1643889278226576,1.2773434636313217,-0.12978287574463043,0.2,"(10725.481318205113,)","(-0.11612539374081754,)","(-0.012261803079382162,)","(0.14492595533638966,)","(80.0,)",0.525,"(1.5169786280118827,)","(13.131255952380952,)",9.825945945945945,10725.481318205113
UMHL,BHPL,-1.2372036108360789,2.1273066732980928,0.12045691141735926,0.15000000000000002,"(12305.492565243001,)","(0.9644565159484151,)","(0.20602601567850773,)","(0.03583920475146173,)","(30.0,)",0.5,"(0.7801062612751356,)","(11.819650000000003,)",16.233571428571427,12305.492565243001
UMHL,SIGS3,-1.7739196290070778,2.0203335331458687,-0.4887878729279532,0.05,"(10165.702428047409,)","(0.21349943761314058,)","(0.02512512813948562,)","(0.015930009174311976,)","(2.0,)",0.5,"(0.36820388349514477,)","(3.792499999999995,)",10.300000000000011,10165.702428047409
HLBSL,AVYAN,-1.4003954180878246,1.4333663423757654,0.08353218275298036,0.05,"(10943.990621809338,)","(0.07879919260881622,)","(0.007910218748876721,)","(0.11672957955388674,)","(56.0,)",0.4642857142857143,"(0.8607448198064477,)","(22.30388461538462,)",23.231724137931042,10943.990621809338
HLBSL,KDL,-1.9483349277686652,1.3142370665581806,-0.27836800621028357,0.05,"(10950.843775153457,)","(0.29960491210392665,)","(0.03866602906044039,)","(0.08532736628213368,)","(25.0,)",0.68,"(2.4536161207213847,)","(39.214558823529416,)",33.96249999999999,10950.843775153457
PBD88,NBLD85,-2.812632916969039,1.9400164105276294,0.042991815498974906,0.05,"(9297.741545336094,)","(-1.7465884545810295,)","(-0.15876167549088105,)","(0.07022584546639066,)","(21.0,)",0.42857142857142855,"(2.6214730290456454,)","(14.039444444444436,)",4.016666666666661,9297.741545336094
PBD88,NMB50,-2.398277674606293,2.7733896780836336,-0.44848871130906154,0.05,"(10648.057504139546,)","(0.1379069607939808,)","(0.027192378312290582,)","(0.33069717809143573,)","(13.0,)",0.46153846153846156,"(1.206403068751841,)","(13.62833333333331,)",9.682857142857154,10648.057504139546
PBD88,LBBL,-2.7267129891753052,2.9420270450725665,-0.09473055136194475,0.05,"(10399.062408549917,)","(-0.6394556300786979,)","(-0.07510343303490719,)","(0.03307977653702721,)","(8.0,)",0.875,"(1.4431712962962977,)","(13.35964285714286,)",64.79999999999995,10399.062408549917
PBD88,EBLD86,-2.6369141449485944,2.542438248702628,-0.18653107893949972,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
PBD88,ICFCD83,-1.2733277095963556,1.5850431981682664,0.24811746146178637,0.05,"(11127.225367993497,)","(0.125815050490908,)","(0.019438635918749864,)","(0.050400527690032365,)","(41.0,)",0.6829268292682927,"(2.324632738719833,)","(23.736160714285713,)",23.82499999999999,11127.225367993497
PBD88,PBLD86,-2.7172815273770605,2.8170320657220262,0.1756482676745892,0.05,"(10433.001025490652,)","(-0.8565035569003441,)","(-0.4816954090873205,)","(0.004868691584013343,)","(11.0,)",0.5454545454545454,"(37.74787234042514,)","(29.569166666666646,)",1.1750000000000114,10433.001025490652
PBD88,NICBF,-2.3307698996707114,2.6596463300287794,0.18262946162335125,0.05,"(-18797.66681732673,)","(0.5581003851788361,)","(0.12387176721361125,)","(3.1162487264758183,)","(10.0,)",0.9,"(2.3035583333333345,)","(15.357055555555563,)",60.0,-18797.66681732673
PBD88,GWFD83,-1.1061708249316018,1.0443749211569169,-0.29117790984675207,0.05,"(10639.410882936818,)","(-0.27458127608785105,)","(-0.04111747522830381,)","(0.0755893865571542,)","(42.0,)",0.7142857142857143,"(4.226642335766422,)","(19.301666666666662,)",12.454545454545455,10639.410882936818
PBD88,ADBLD83,-1.258576007652431,1.586029070134483,0.1796766238169787,0.05,"(11302.217184063331,)","(0.2804838991857018,)","(0.03389038628496498,)","(0.05270603205247317,)","(36.0,)",0.6111111111111112,"(2.264392839864539,)","(21.27499999999999,)",15.899999999999986,11302.217184063331
PBD88,SFMF,-2.845587572686603,2.782738089141457,-0.07439656965545494,0.05,"(15397.106334295388,)","(0.4474704995866637,)","(0.16326484447847067,)","(0.5179801179546846,)","(3.0,)",0.6666666666666666,"(0.008941666666666669,)","(0.26825000000000004,)",60.0,15397.106334295388
PBD88,GBBL,-2.610530332265884,1.8068590760786363,0.04599659144236745,0.05,"(10564.313779761575,)","(0.004919845742734624,)","(0.0005891287903424604,)","(0.2649189797400096,)","(25.0,)",0.64,"(1.3733484005563292,)","(9.874374999999999,)",12.782222222222211,10564.313779761575
PBD88,SAGF,-2.6300866745554856,2.7404361578911587,-0.18931694665487264,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
PBD88,LVF2,-2.899639101852113,2.8113087771987866,0.49692438727706767,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
PBD88,RBBD83,-1.9307106204682887,2.625966092837494,-0.13242051341537497,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
PBD88,C30MF,-2.4282115941947744,1.4095893851593246,0.31917166108052986,0.05,"(-14912.315879851747,)","(-1.3496964057388057,)","(-0.08876511245029221,)","(41.726311584665126,)","(19.0,)",0.5789473684210527,"(0.8879999999999967,)","(0.0807272727272725,)",0.1250000000000001,-14912.315879851747
PBD88,GBBD85,-1.3874273052575619,1.7054324956951046,0.42801144471062635,0.1,"(10048.365220610265,)","(-0.5419499530319873,)","(-0.07964083675229498,)","(0.07477810190652885,)","(30.0,)",0.5333333333333333,"(2.5850803957946824,)","(26.12546875,)",12.438461538461533,10048.365220610265
PBD88,CCBD88,-1.5721882906240117,2.964078497867537,-0.13474171959738424,0.05,"(10206.819693232956,)","(-0.38441357208283633,)","(-0.04355512076450328,)","(0.05490936823654215,)","(25.0,)",0.48,"(1.8424428104575157,)","(18.79291666666664,)",10.199999999999989,10206.819693232956
PBD88,NICGF,-2.5966148113090686,1.4857378032156667,-0.1583190381493561,0.05,"(4318.696811385565,)","(0.6299700372907181,)","(0.09209480234304118,)","(1.5432816493639094,)","(34.0,)",0.7058823529411765,"(5.939473684210523,)","(0.2351041666666666,)",0.10555555555555557,4318.696811385565
PBD88,CBLD88,-2.879768439342063,2.697087478133884,0.3495546466570095,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
PBD88,PSF,-2.2612570998729145,2.5085498340262924,0.05832430152532897,0.05,"(56507.00719901665,)","(0.7861631833726853,)","(0.39258981951641764,)","(0.6606863796691159,)","(12.0,)",0.5,"(0.32232911661528624,)","(5.053583333333331,)",15.67833333333334,56507.00719901665
PBD88,SBLD84,-1.189705858708039,1.9274232104375522,-0.29999730093984245,0.1,"(9903.678637808858,)","(-0.6805645464572387,)","(-0.0729433428602089,)","(0.08018429700804752,)","(32.0,)",0.625,"(1.8412562189054724,)","(18.504624999999987,)",18.272727272727263,9903.678637808858
PBD88,NICSF,-2.568673676060932,1.6846469799040351,-0.16579738838847236,0.05,"(-129695.97900161779,)","(0.7490599744058727,)","(0.10975939542144789,)","(23.70917085096412,)","(28.0,)",0.7142857142857143,"(2.442415730337079,)","(0.10868750000000008,)",0.11125000000000007,-129695.97900161779
PBD88,SBIBD86,-2.5914235604233165,2.5831397867097277,0.15444798853744923,0.05,"(9847.247359895933,)","(-1.7624276544375581,)","(-0.1981212409751509,)","(0.04063987418848625,)","(13.0,)",0.6153846153846154,"(2.492406749555948,)","(17.540312500000006,)",11.260000000000014,9847.247359895933
PBD88,BBC,-1.438279339445165,1.6644907211821867,0.3406711880790002,0.1,"(9961.756380014021,)","(-0.6371257307034498,)","(-0.06773206831862995,)","(0.0706303176437243,)","(47.0,)",0.6595744680851063,"(5.841578874410872,)","(67.96959677419356,)",22.54374999999999,9961.756380014021
PBD88,SBD87,-2.518585072021441,1.363462466683103,0.3015246735562632,0.05,"(9644.26207194024,)","(-1.4006832329647765,)","(-0.1580053343083449,)","(0.07006684840615131,)","(38.0,)",0.3684210526315789,"(2.2188562596599692,)","(20.508571428571425,)",5.391666666666666,9644.26207194024
PBD88,MBLD87,-1.8593158062087696,2.645285100279339,-0.4220561008704584,0.05,"(9935.575462336323,)","(-4.552838297399049,)","(-0.3357051208979126,)","(0.008643439070616876,)","(3.0,)",0.3333333333333333,"(0.39328231292517035,)","(23.125,)",58.799999999999955,9935.575462336323
PBD88,LBLD86,-2.5999215267084432,2.9052070865814708,-0.4767510692730186,0.05,"(10232.285440902911,)","(-0.6743092046932023,)","(-0.4726196582323573,)","(0.006757259281855408,)","(5.0,)",0.4,"(inf,)","(38.85,)",0.0,10232.285440902911
SWMF,VLBS,-1.1611088953283437,1.3906032562706057,-0.03361735491971918,0.1,"(11008.062819699599,)","(-0.033258621810271324,)","(-0.003898598442470328,)","(0.0780634402561181,)","(53.0,)",0.5471698113207547,"(1.5895724713242974,)","(28.91103448275863,)",22.932608695652167,11008.062819699599
SWMF,GVL,-2.786463332088192,2.4033669486357825,-0.18827065715789426,0.05,"(14216.85410284528,)","(0.7808769571121552,)","(0.20244182346208464,)","(0.06492101011400818,)","(15.0,)",0.4666666666666667,"(0.7925672254725478,)","(20.126678571428563,)",25.39428571428569,14216.85410284528
